SUBJECT,SURVEY_DAY,ADM0_NAME,items,length
200,1,Romania,"['apa', 'branza', 'branza vaci', 'bulion de carne', 'ceai', 'ceapa', 'condimente', 'faina', 'gris', 'lapte', 'margarina', 'morcovi', 'orez', 'ou (crud)', 'paine', 'piper', 'pulpa de pui preparata', 'sare', 'sunca', 'ulei', 'unt', 'zahar']",22
201,1,Romania,"['apa plata', 'ardei', 'castravete', 'ceapa', 'ou fiert', 'rosie', 'sare', 'suc', 'ulei']",9
202,1,Romania,"['apa', 'apa plata', 'ardei rosu', 'cafea preparata', 'ceai', 'ceapa', 'chifla', 'ciolan afumat', 'drojdie', 'faina', 'iaurt', 'lapte', 'mar', 'marar', 'morcovi', 'ou (crud)', 'paine', 'patrunjel radacina', 'piper', 'rosie', 'sare', 'telina', 'ulei', 'unt', 'varza', 'zahar pudra']",26
203,1,Romania,"['apa', 'ardei', 'ardei gras', 'biscuiti', 'bors crud', 'carne de vita tocata', 'cartofi', 'ceai', 'ceapa', 'cereale', 'ciocolata', 'faina', 'fasole verde', 'lapte', 'morcovi', 'orez', 'paine', 'patrunjel radacina', 'piper', 'rosie', 'sare', 'strugure', 'sunca', 'telina', 'ulei', 'unt', 'varza', 'verdeata', 'zahar']",29
204,1,Romania,"['apa', 'apa plata', 'ardei', 'biscuiti cu crema eugenia', 'branza telemea', 'cartofi', 'ceai de plante', 'ceapa', 'ciocolata', 'gem', 'lapte de vaca', 'morcovi', 'orez fiert', 'paine', 'pasta de rosii', 'piper', 'sare', 'smantana', 'suc de portocale fresh', 'ulei', 'unt', 'varza', 'verdeata']",23
205,1,Romania,"['apa', 'ardei', 'bors crud', 'branza', 'carnat preparat', 'cartofi pai', 'ceapa', 'cereale', 'ciocolata', 'dovlecel', 'fasole verde', 'morcovi', 'paine', 'patrunjel radacina', 'rosie', 'sare', 'sunca', 'verdeata']",18
206,1,Romania,"['apa', 'ardei rosu', 'banana', 'cartofi', 'castravete', 'ceapa', 'cereale', 'ciocolata', 'condimente', 'faina', 'iaurt cu fructe', 'lapte', 'marar', 'morcovi', 'paine', 'pasta de rosii', 'patrunjel radacina', 'piper', 'rosie', 'salam de curcan', 'sare', 'sunca', 'telina', 'ulei', 'varza']",25
207,1,Romania,"['apa', 'bors crud', 'carne de vita', 'cartofi', 'castravete murat', 'ceai', 'ceapa', 'costita afumata', 'fasole boabe', 'friptura porc', 'galbenus crud', 'iaurt', 'inghetata', 'lapte', 'marar', 'mazare', 'morcovi', 'mustar', 'otet', 'paine', 'pastarnac', 'patrunjel radacina', 'salam', 'sare', 'telina', 'ulei', 'unt', 'varza', 'verdeata', 'zeama de lamaie']",30
208,1,Romania,"['apa', 'ardei gras', 'bors crud', 'carne de pasare', 'carne de pui', 'cartofi', 'ceapa', 'condimente', 'fasole verde', 'lapte', 'mar', 'morcovi', 'napolitana', 'paine', 'patrunjel radacina', 'rosie', 'sare', 'smantana', 'suc', 'telina', 'ulei', 'varza', 'verdeata']",23
209,1,Romania,"['apa', 'ardei gras', 'biscuiti cu miere', 'bulion de gaina', 'bulion de rosii', 'carne', 'carne de pasare', 'carne de porc', 'carne de vita', 'cartofi', 'ceapa', 'compot de mere', 'condimente', 'faina', 'morcovi', 'orez', 'paine', 'pasta de rosii', 'piper', 'sare', 'smantana', 'taitei', 'telina', 'ulei', 'unt', 'varza murata', 'verdeata']",27
210,1,Romania,"['cartofi', 'cascaval', 'ceapa', 'compot de piersici', 'morcovi', 'paine', 'pasta de rosii', 'patrunjel', 'piper', 'sare', 'strugure', 'sunca', 'ulei', 'vinete']",14
211,1,Romania,"['banana', 'biscuiti', 'corn', 'iaurt', 'lapte', 'mar']",6
212,1,Romania,"['apa', 'ardei gras', 'biscuiti', 'bors crud', 'branza topita', 'bulion de carne', 'carne de pasare', 'cartofi', 'cartofi pai', 'ceai', 'ceapa', 'ciuperci', 'fasole verde', 'morcovi', 'orez', 'paine', 'pate', 'patrunjel radacina', 'piper', 'rosie', 'sare', 'smantana', 'telina', 'ulei', 'varza', 'verdeata']",26
213,1,Romania,"['apa', 'ardei gras', 'branza telemea', 'bulion de gaina', 'carne de pasare', 'ceai', 'ceapa', 'condimente', 'inghetata', 'morcovi', 'paine', 'paste fainoase', 'piersica', 'sare', 'smantana', 'taitei', 'telina', 'ulei', 'unt', 'verdeata']",20
214,1,Romania,"['apa', 'branza vaci', 'bulion de carne', 'cacao', 'ceapa', 'coaja de lamaie', 'crutoane', 'faina', 'iaurt', 'lapte', 'margarina', 'morcovi', 'orez', 'ou (crud)', 'paine prajita', 'pepene verde', 'piper', 'rosie', 'sare', 'smantana', 'telina', 'ulei', 'unt', 'vanilie', 'verdeata', 'zahar']",26
215,1,Romania,"['apa', 'apa minerala', 'ardei gras', 'arome', 'bulion de gaina', 'bulion de rosii', 'cafea preparata', 'capsuni', 'carne de pasare', 'carne de porc', 'carne de vita', 'castravete', 'ceai', 'ceapa', 'faina', 'iaurt', 'lamaie', 'lapte', 'mar', 'margarina', 'morcovi', 'mustar', 'orez', 'ou (crud)', 'paine', 'pate', 'piper', 'praf de copt', 'ridichi', 'rosie', 'sare', 'smantana', 'sunca', 'taitei', 'telina', 'ulei', 'unt', 'urda', 'varza murata', 'verdeata', 'zahar']",41
216,1,Romania,"['apa', 'bautura tip cola', 'branza', 'cacao', 'ceai', 'ceapa', 'condimente', 'corn', 'drojdie', 'faina', 'fasole verde', 'lapte', 'marar', 'morcovi', 'ou (crud)', 'paine', 'pasta de rosii', 'pate', 'piper', 'sare', 'smantana', 'ulei', 'unt', 'zahar', 'zahar pudra']",25
217,1,Romania,"['cartofi preparati', 'ceapa', 'condimente', 'corn', 'faina', 'lapte', 'marar', 'mazare verde', 'morcovi', 'paine', 'pasta de rosii', 'sare', 'suc', 'ulei']",14
218,1,Romania,"['cascaval', 'cereale', 'paine', 'peste preparat', 'salam']",5
219,1,Romania,"['apa', 'branza', 'carne preparata', 'cascaval', 'marar', 'masline', 'otet', 'paine', 'rosie', 'salam', 'sare', 'smantana', 'ulei', 'varza']",14
220,1,Romania,"['apa', 'apa minerala', 'arome', 'branza vaci', 'carne de pui', 'cartofi preparati', 'cereale', 'ciocolata', 'cirese', 'coaja de lamaie', 'faina', 'gutuie', 'iaurt', 'mar', 'ou (crud)', 'para', 'pesmet', 'sare', 'smantana', 'taitei', 'ulei', 'unt', 'varza murata', 'visine', 'zahar']",25
221,1,Romania,"['apa', 'apa minerala', 'ardei', 'branza', 'bulion de carne', 'carne de pasare', 'ceapa', 'chifla cu cereale', 'ciocolata', 'kiwi', 'mar', 'marar', 'morcovi', 'orez', 'otet', 'piper', 'portocala', 'rosie', 'sare', 'sunca presata', 'telina', 'ulei', 'urzici', 'varza']",24
222,1,Romania,"['ardei', 'biscuiti', 'branza', 'castravete', 'cimbru', 'ou fiert', 'paine', 'pate', 'piper', 'pruna', 'rosie', 'sare', 'ulei', 'varza']",14
223,1,Romania,"['apa', 'branza oaie', 'bulion de rosii', 'capsuni', 'carne de porc', 'carne de vita', 'ceai', 'ceapa', 'jumari', 'mamaliga', 'margarina', 'miere de salcam', 'orez', 'paine', 'piper', 'sare', 'smantana', 'suc', 'ulei', 'varza murata']",20
224,1,Romania,"['apa', 'apa plata', 'ardei', 'bors crud', 'branza vaci', 'bulion de rosii', 'carne de porc', 'carne de pui', 'carne de vita', 'ceai', 'ceapa', 'condimente', 'crenvursti', 'dovlecel', 'faina', 'grapefruit', 'mar', 'morcovi', 'orez', 'ou preparat', 'paine graham', 'paste fainoase', 'patrunjel radacina', 'piper', 'portocala', 'rosie', 'sare', 'suc de mere', 'ulei', 'varza murata', 'verdeata', 'zahar']",32
225,1,Romania,"['apa', 'ardei gras', 'bors crud', 'cacao', 'carne preparata', 'cartofi', 'ceapa', 'lapte', 'mar', 'morcovi', 'muraturi', 'paine', 'pasta de rosii', 'patrunjel', 'patrunjel radacina', 'piper', 'rosie', 'salata verde', 'sare', 'ulei', 'unt', 'verdeata', 'zahar', 'zeama de lamaie']",24
226,1,Romania,"['apa', 'ardei', 'bors crud', 'burta', 'cacao', 'ceapa', 'dafin, frunza', 'dovlecel', 'fasole verde', 'lapte', 'mar', 'morcovi', 'otet', 'ou (crud)', 'paine', 'paine prajita', 'patrunjel radacina', 'piper', 'pufarine', 'rosie', 'sare', 'suc', 'usturoi', 'verdeata', 'zahar']",25
227,1,Romania,"['apa', 'ardei', 'biscuiti cu ciocolata', 'branza telemea', 'ceapa', 'condimente', 'lapte', 'paste fainoase', 'piersica', 'rosie', 'sare', 'ulei']",12
228,1,Romania,"['apa', 'cartofi pai', 'ceapa', 'friptura de pui', 'gris', 'iaurt', 'mar', 'morcovi', 'ou (crud)', 'ou fiert', 'paine', 'parizer', 'pepene verde', 'salam', 'sare', 'telina', 'ulei', 'verdeata']",18
229,1,Romania,"['apa', 'bors crud', 'branza', 'carne de pui', 'cartofi', 'ceapa', 'condimente', 'faina', 'fasole verde', 'lapte', 'miere de albine', 'morcovi', 'ou (crud)', 'paine', 'para', 'pasta de rosii', 'pesmet', 'pufuleti', 'rosie', 'sare', 'spaghete', 'ulei', 'unt']",23
230,1,Romania,"['apa', 'bulion de rosii', 'cafea preparata', 'carne de porc', 'carne de vita', 'ceapa', 'dulceata', 'lapte', 'mar', 'napolitana', 'orez', 'paine', 'piper', 'sare', 'taitei', 'ulei', 'unt', 'varza murata', 'zahar']",19
231,1,Romania,"['apa', 'ardei rosu', 'banana', 'ceapa', 'iaurt cu fructe', 'marar', 'morcovi', 'mustar', 'ou (crud)', 'paine', 'patrunjel radacina', 'piper', 'pulpa de pui preparata', 'rosie', 'sare', 'sunca', 'telina', 'ulei', 'varza', 'verdeata', 'vinete']",21
232,1,Romania,"['apa', 'arome', 'bors crud', 'bulion de rosii', 'cartofi', 'ceai', 'ceapa', 'ciocolata', 'ciuperci', 'drojdie', 'faina', 'lapte', 'mar', 'morcovi', 'orez', 'ou (crud)', 'patrunjel', 'patrunjel radacina', 'pesmet', 'piersica', 'piper', 'portocala', 'rosie', 'sare', 'soia', 'strugure', 'ulei', 'varza murata', 'zahar']",29
233,1,Romania,"['apa', 'cartof natur', 'cartofi', 'ceai', 'ceapa', 'gem', 'gris', 'lapte', 'miere de albine', 'morcovi', 'paine', 'peste preparat', 'sare', 'telina', 'ulei', 'unt', 'verdeata', 'zahar']",18
234,1,Romania,"['apa', 'ardei gras', 'branza telemea', 'cacao', 'carne', 'ceai', 'ceapa', 'condimente', 'gris', 'inghetata', 'lapte', 'morcovi', 'paine', 'paste fainoase', 'sare', 'taitei', 'telina', 'ulei', 'unt', 'verdeata', 'zahar']",21
235,1,Romania,"['apa', 'apa plata', 'ardei gras', 'bors crud', 'branza telemea', 'cartofi', 'ceapa', 'cereale', 'cirese', 'condimente', 'lapte', 'morcovi', 'nectarina', 'paste fainoase', 'patrunjel radacina', 'pulpa de pui preparata', 'rosie', 'sare', 'ulei', 'unt', 'verdeata']",21
236,1,Romania,"['apa', 'bors crud', 'cacao', 'carne', 'ceapa', 'dulceata', 'faina', 'lapte', 'morcovi', 'orez', 'ou (crud)', 'paine', 'patrunjel radacina', 'rosii in bulion', 'salam', 'sare', 'supa de oase', 'ulei', 'unt', 'verdeata', 'zahar']",21
237,1,Romania,"['apa', 'ardei gras', 'biscuiti', 'bors crud', 'branza topita', 'carne de pasare preparata', 'carne de porc', 'cartofi', 'ceai', 'ceapa', 'lapte', 'morcovi', 'paine', 'pate', 'patrunjel radacina', 'rosie', 'sare', 'ulei', 'unt', 'verdeata']",20
238,1,Romania,"['apa plata', 'ardei gras', 'bulion de gaina', 'carne de pasare', 'carne de porc', 'cartofi pai', 'ceapa', 'cola', 'faina', 'mar', 'morcovi', 'ou (crud)', 'paine', 'pesmet', 'sare', 'smantana', 'taitei', 'telina', 'ulei', 'verdeata']",20
239,1,Romania,"['apa', 'ardei gras', 'bors crud', 'cartofi', 'ceapa', 'covrigei', 'fasole verde', 'morcovi', 'paine', 'patrunjel radacina', 'rosie', 'sare', 'suc', 'telina', 'ulei', 'varza', 'verdeata']",17
240,1,Romania,"['ardei gras', 'bulion de gaina', 'carne de pasare', 'cartofi preparati', 'ceapa', 'gem', 'lapte', 'morcovi', 'paine', 'salata verde', 'sare', 'smantana', 'taitei', 'telina', 'ulei', 'verdeata', 'zeama de lamaie']",17
241,1,Romania,"['apa', 'branza', 'capsuni', 'cola', 'condimente', 'drojdie', 'faina', 'fulgi de cereale', 'lapte', 'pasta de rosii', 'sare', 'ulei']",12
242,1,Romania,"['apa', 'ardei gras', 'bors crud', 'branza telemea', 'cacao', 'carne de pasare', 'cartofi', 'castravete', 'ceai', 'ceapa', 'ciocolata', 'condimente', 'drojdie', 'faina', 'fasole verde', 'lapte', 'margarina', 'morcovi', 'ou (crud)', 'paine', 'paste fainoase', 'patrunjel radacina', 'praf de copt', 'pulpa de pui preparata', 'rosie', 'sare', 'smantana', 'sticksuri', 'strugure', 'sunca', 'telina', 'ulei', 'unt', 'varza', 'verdeata', 'zahar', 'zahar pudra']",37
243,1,Romania,"['apa minerala', 'ardei gras', 'bulion de gaina', 'cacao', 'carne de pasare', 'carne de porc', 'cascaval', 'ceapa', 'drojdie', 'faina', 'inghetata', 'lapte', 'morcovi', 'ou (crud)', 'paine', 'pesmet', 'sare', 'smantana', 'suc', 'taitei', 'telina', 'ulei', 'unt', 'verdeata', 'zahar']",25
244,1,Romania,"['ardei', 'ceapa', 'ou preparat', 'paine', 'rosie', 'sare', 'ulei']",7
245,1,Romania,"['banana', 'bors crud', 'branza telemea', 'carnacior', 'carne', 'ceai', 'ceapa', 'condimente', 'corn', 'faina', 'lapte', 'marar', 'mazare verde', 'morcovi', 'orez', 'ou (crud)', 'paine', 'pasta de rosii', 'patrunjel radacina', 'praf de budinca vanilie', 'rosii in bulion', 'sare', 'supa de oase', 'ulei', 'verdeata', 'vinete', 'zahar']",27
246,1,Romania,"['apa', 'ardei gras', 'bors crud', 'carne de pasare', 'carne de pui preparata', 'cartofi', 'ceai', 'ceapa', 'fasole verde', 'gem', 'lapte', 'mar', 'morcovi', 'ou preparat', 'paine', 'patrunjel radacina', 'rosie', 'sare', 'smantana', 'telina', 'ulei', 'unt', 'varza', 'verdeata']",24
247,1,Romania,"['apa', 'apa plata', 'ardei gras', 'banana', 'bors crud', 'carne de pasare', 'cartofi', 'castravete', 'ceapa', 'copane de pui preparate', 'dulceata', 'fasole verde', 'iaurt', 'lapte', 'mar', 'morcovi', 'ou ochi', 'paine', 'patrunjel radacina', 'rosie', 'sare', 'smantana', 'telina', 'ulei', 'unt', 'varza', 'verdeata']",27
248,1,Romania,"['iaurt', 'mar']",2
249,1,Romania,"['apa', 'bors crud', 'branza', 'capsuni', 'carne', 'cartofi pai', 'ceapa', 'chipsuri', 'condimente', 'drojdie', 'faina', 'inghetata', 'morcovi', 'orez', 'ou (crud)', 'paine', 'pasta de rosii', 'patrunjel radacina', 'rosii in bulion', 'sare', 'seminte de floarea soarelui prajite', 'suc', 'supa de oase', 'ulei', 'verdeata']",25
250,1,Romania,"['apa', 'ardei', 'ardei gras', 'bulion de gaina', 'carne de pasare', 'carne de vita tocata', 'cascaval', 'ceapa', 'faina', 'lapte', 'morcovi', 'orez', 'paine', 'piper', 'rosie', 'salam', 'sare', 'smantana', 'suc', 'taitei', 'telina', 'ulei', 'verdeata', 'zahar']",24
251,1,Romania,"['apa', 'ardei gras', 'bors crud', 'cartofi', 'ceai', 'ceapa', 'chipsuri', 'fasole verde', 'gem', 'inghetata', 'lapte', 'mar', 'morcovi', 'paine', 'patrunjel radacina', 'rosie', 'sare', 'sunca', 'telina', 'ulei', 'unt', 'varza', 'verdeata']",23
252,1,Romania,"['apa', 'banana', 'branza telemea', 'carne de porc', 'condimente', 'covrig', 'paine', 'pasta de rosii', 'paste fainoase', 'piper', 'saleuri', 'sare', 'ulei', 'varza']",14
253,1,Romania,"['apa', 'ardei gras', 'bors crud', 'carne de porc', 'carne de pui preparata', 'cartofi', 'ceai', 'ceapa', 'chipsuri', 'ciocolata', 'faina', 'fasole verde', 'inghetata', 'mar', 'morcovi', 'ou (crud)', 'paine', 'patrunjel radacina', 'pesmet', 'rosie', 'sare', 'suc', 'telina', 'ulei', 'varza', 'verdeata']",26
254,1,Romania,"['apa', 'ardei gras', 'bors crud', 'cartofi', 'ceapa', 'cereale', 'chipsuri', 'fasole verde', 'lapte', 'morcovi', 'patrunjel radacina', 'rosie', 'sare', 'telina', 'ulei', 'varza', 'verdeata']",17
255,1,Romania,"['apa', 'ardei gras', 'banana', 'bulion de rosii', 'cartofi', 'ceapa', 'cereale', 'mar', 'morcovi', 'piept de pui', 'piper', 'sare', 'taitei', 'telina', 'ulei', 'verdeata']",16
256,1,Romania,"['apa', 'ardei gras', 'cartofi', 'ceai', 'ceapa', 'ficat de pui preparat', 'gem de capsuni', 'gris', 'lapte', 'morcovi', 'napolitana', 'paine', 'sare', 'taitei', 'telina', 'ulei', 'unt', 'verdeata', 'zahar']",19
257,1,Romania,"['apa', 'ardei gras', 'bors crud', 'cartofi', 'cartofi pai', 'ceapa', 'ciocolata', 'fasole verde', 'morcovi', 'paine', 'pate', 'patrunjel radacina', 'rosie', 'salam', 'sare', 'telina', 'ulei', 'varza', 'verdeata']",19
258,1,Romania,"['apa', 'ardei gras', 'banana', 'biscuiti', 'bors crud', 'cartofi', 'cartofi preparati', 'cascaval', 'ceai', 'ceapa', 'ciocolata', 'fasole verde', 'lapte', 'mar', 'morcovi', 'ou (crud)', 'paine', 'patrunjel radacina', 'pesmet', 'peste preparat', 'rosie', 'sare', 'telina', 'ulei', 'varza', 'verdeata']",26
259,1,Romania,"['apa', 'ardei gras', 'bors crud', 'branza topita', 'cartofi', 'ceai', 'ceapa', 'covrig', 'fasole verde', 'morcovi', 'napolitana cu ciocolata', 'paine', 'pate', 'patrunjel radacina', 'pepene verde', 'rosie', 'sare', 'sunca', 'telina', 'ulei', 'varza', 'verdeata']",22
260,1,Romania,"['apa', 'ardei rosu', 'cabanos', 'carne de porc', 'ceapa', 'cereale', 'covrigei sarati', 'crema de branza de vaci', 'faina', 'lapte', 'marar', 'mazare verde', 'morcovi', 'paine', 'pasta de rosii', 'patrunjel radacina', 'piper', 'rosie', 'sare', 'telina', 'ulei', 'varza']",22
261,1,Romania,"['apa', 'bors crud', 'bulion de rosii', 'carne', 'ceapa', 'ciocolata', 'condimente', 'crema de branza', 'faina', 'inghetata', 'lapte', 'mar', 'morcovi', 'orez', 'ou (crud)', 'paine', 'paste fainoase', 'pate', 'patrunjel radacina', 'rosii in bulion', 'sare', 'supa de oase', 'ulei', 'verdeata']",24
262,1,Romania,"['ardei gras', 'branza', 'bulion de gaina', 'carne de pasare', 'cartofi pai', 'ceapa', 'cereale', 'lapte', 'morcovi', 'sare', 'smantana', 'taitei', 'telina', 'ulei', 'verdeata']",15
263,1,Romania,"['apa', 'baton panificatie', 'cartofi pai', 'castravete', 'covrigei', 'inghetata', 'marar', 'ou preparat', 'sare', 'ulei', 'usturoi', 'vin']",12
264,1,Romania,"['apa', 'ardei gras', 'biscuiti', 'biscuiti cu ciocolata', 'bors crud', 'cartofi', 'cascaval', 'ceapa', 'cereale trase in ciocolata', 'fasole verde', 'iaurt cu musli', 'lapte', 'morcovi', 'paine', 'patrunjel radacina', 'rosie', 'sare', 'telina', 'ulei', 'varza', 'verdeata']",21
265,1,Romania,"['branza burduf', 'cascaval', 'ceai', 'mar', 'ou (crud)', 'paine', 'parizer', 'sare', 'ulei']",9
266,1,Romania,"['apa', 'cartofi', 'castravete', 'ceapa', 'inghetata', 'morcovi', 'paine', 'rosie', 'sare', 'telina', 'ulei', 'unt', 'verdeata']",13
267,1,Romania,"['branza vaci', 'cartofi', 'ceai', 'coaja de lamaie', 'faina', 'friptura de vita', 'gem de caise', 'lapte', 'mamaliga', 'mar', 'margarina', 'nectarina', 'ou (crud)', 'paine', 'sare', 'smantana', 'unt', 'vanilie', 'zahar']",19
268,1,Romania,"['apa', 'ardei gras', 'banana', 'bors crud', 'bulion de carne', 'carne de pasare', 'cartofi', 'ceapa', 'fasole verde', 'gem', 'lapte', 'morcovi', 'orez', 'paine', 'patrunjel radacina', 'piper', 'rosie', 'sare', 'telina', 'ulei', 'varza', 'verdeata']",22
269,1,Romania,"['apa', 'ardei gras', 'bors crud', 'carne de pasare', 'carne de pui la gratar', 'cartofi', 'ceai', 'ceapa', 'fasole verde', 'friptura de pasare', 'iaurt', 'lapte', 'morcovi', 'orez', 'paine', 'patrunjel radacina', 'rosie', 'salam', 'sare', 'smantana', 'telina', 'ulei', 'varza', 'verdeata', 'zahar']",25
270,1,Romania,"['apa', 'ardei gras', 'ceapa', 'morcovi', 'ou preparat', 'paine', 'rosie', 'sare', 'taitei', 'telina', 'ulei', 'verdeata']",12
271,1,Romania,"['apa', 'ardei', 'cimbru', 'lapte', 'paine', 'piper', 'rosie', 'salam', 'sare', 'ulei', 'varza']",11
272,1,Romania,"['branza telemea', 'lapte', 'paine', 'rosie', 'sare', 'socata', 'ulei']",7
273,1,Romania,"['apa', 'apa plata', 'ardei', 'boia', 'bors crud', 'castravete', 'ceai', 'ceapa', 'faina', 'margarina', 'ou (crud)', 'ou ochi', 'paine', 'rosie', 'salata verde', 'sare', 'smantana', 'ulei', 'unt', 'verdeata', 'vinete']",21
274,1,Romania,"['apa', 'bulion de carne', 'bulion de rosii', 'carne', 'carne de porc', 'carne de vita', 'ceapa', 'fructe', 'lapte', 'morcovi', 'orez', 'paine', 'pate', 'piper', 'salata verde', 'sare', 'strugure', 'ulei', 'varza murata', 'zeama de lamaie']",20
275,1,Romania,"['apa', 'carnat de casa', 'cartofi', 'ceai', 'ceapa', 'cereale', 'crenvursti', 'gem', 'lapte', 'morcovi', 'paine', 'pasta de rosii', 'patrunjel', 'piper', 'portocala', 'sare', 'ulei']",17
276,1,Romania,"['apa', 'branza', 'carne de pui', 'ceai', 'ceapa', 'cereale', 'ciocolata (baton)', 'faina', 'gris', 'inghetata', 'kaizer', 'morcovi', 'nectarina', 'ou (crud)', 'pesmet', 'porumb fiert', 'sare', 'telina', 'ulei', 'verdeata']",20
277,1,Romania,"['apa', 'apa minerala', 'branza telemea', 'carnat preparat', 'cartofi pai', 'ciocolata cu lapte', 'condimente', 'fulgi de cereale cu cocos', 'lapte', 'paste fainoase', 'piersica', 'salata verde', 'sare', 'ulei', 'zeama de lamaie']",15
278,1,Romania,"['apa', 'ardei gras', 'ceapa', 'conserva de ton in sos tomat', 'covrig', 'morcovi', 'paine', 'sare', 'suc natural de portocale', 'taitei', 'telina', 'ulei', 'verdeata']",13
279,1,Romania,"['apa', 'ardei gras', 'bulion de gaina', 'carne de pasare', 'cartofi pai', 'ceapa', 'chipsuri', 'ciocolata', 'morcovi', 'sare', 'smantana', 'suc', 'taitei', 'telina', 'ulei', 'verdeata', 'visine']",17
280,1,Romania,"['apa', 'ardei gras', 'biscuiti', 'bulion de gaina', 'capsuni', 'carne de pasare', 'castravete', 'ceai', 'ceai de menta', 'ceapa', 'covrigei', 'gem', 'inghetata', 'morcovi', 'paine', 'salata verde', 'sare', 'smantana', 'taitei', 'telina', 'ulei', 'verdeata']",22
281,1,Romania,"['cartofi', 'cartofi pai', 'ceai', 'ceapa', 'ciocolata', 'cola', 'drojdie', 'faina', 'gem', 'lapte', 'morcovi', 'ou (crud)', 'ou preparat', 'paine', 'pasta de rosii', 'patrunjel', 'piper', 'pulpa de pui preparata', 'sare', 'ulei', 'zahar']",21
282,1,Romania,"['apa', 'apa minerala', 'ardei', 'branza', 'branza vaci', 'carne de vita tocata', 'ceapa', 'condimente', 'faina', 'icre', 'orez', 'ou (crud)', 'pasta de rosii', 'piper', 'rosie', 'sare', 'spaghete', 'ulei', 'unt', 'verdeata', 'zahar', 'zeama de lamaie']",22
283,1,Romania,"['apa', 'apa plata', 'carne de vita', 'cartofi', 'cartofi pai', 'castravete murat', 'ceapa', 'corn', 'covrig', 'galbenus crud', 'gris', 'mazare', 'morcovi', 'mustar', 'napolitana cu ciocolata', 'ou (crud)', 'ou ochi', 'paine', 'sare', 'telina', 'ulei', 'verdeata', 'zeama de lamaie']",23
284,1,Romania,"['apa', 'ardei', 'bors crud', 'branza telemea', 'carne', 'cartofi', 'ceapa', 'cereale', 'condimente', 'dovlecel', 'faina', 'fasole verde', 'fructe', 'lapte', 'morcovi', 'ou (crud)', 'pasta de rosii', 'patrunjel radacina', 'piper', 'rosie', 'sare', 'smantana', 'ulei', 'verdeata']",24
285,1,Romania,"['cartofi preparati', 'cascaval', 'ceai', 'lapte', 'mar', 'paine', 'salam']",7
286,1,Romania,"['apa', 'ardei gras', 'biscuiti', 'bors crud', 'branza', 'branza topita', 'bulion de carne', 'carne de pasare', 'cartofi', 'ceai', 'ceapa', 'ciuperci', 'corn', 'fasole verde', 'lapte', 'mar', 'morcovi', 'orez', 'paine', 'pate', 'patrunjel radacina', 'piper', 'rosie', 'sare', 'smantana', 'telina', 'ulei', 'varza', 'verdeata']",29
287,1,Romania,"['apa', 'ardei', 'biscuiti', 'bomboane', 'bors crud', 'ceapa', 'dovlecel', 'faina', 'fasole verde', 'mar', 'morcovi', 'patrunjel radacina', 'rosie', 'sare', 'smantana', 'spanac', 'usturoi', 'verdeata']",18
288,1,Romania,"['alune', 'ardei', 'cimbru', 'ou (crud)', 'ou preparat', 'piper', 'rosie', 'sare', 'ulei', 'varza']",10
289,1,Romania,"['apa', 'bors crud', 'branza capra', 'cartofi preparati', 'ceapa', 'dovlecel', 'morcovi', 'paine', 'patrunjel radacina', 'pulpa de pui preparata', 'rosie', 'sare', 'socata', 'verdeata']",14
290,1,Romania,"['apa plata', 'ardei', 'cascaval', 'ceapa', 'dulceata', 'faina', 'lapte', 'mar', 'marar', 'morcovi', 'ou (crud)', 'paine', 'piersica', 'rosie', 'salam', 'sare', 'ulei', 'varza', 'vinete', 'zahar']",20
291,1,Romania,"['cartofi', 'ceapa', 'chipsuri', 'grisine', 'morcovi', 'paine', 'pasta de rosii', 'patrunjel', 'piper', 'sare', 'suc', 'ulei']",12
292,1,Romania,"['apa', 'ardei gras', 'banana', 'carnat polonez', 'cartofi la cuptor', 'ceai', 'ceapa', 'crenvursti', 'faina', 'fructe', 'lapte', 'mar', 'morcovi', 'ou (crud)', 'paine', 'pulpa de pui preparata', 'sare', 'scortisoara', 'taitei', 'telina', 'ulei', 'unt', 'verdeata', 'zahar']",24
293,1,Romania,"['ardei gras', 'bulion de gaina', 'carne de pasare', 'cartofi pai', 'ceapa', 'cereale', 'cirese', 'corn', 'lamaie', 'lapte', 'morcovi', 'paine', 'peste preparat', 'sare', 'smantana', 'taitei', 'telina', 'ulei', 'verdeata']",19
294,1,Romania,"['apa', 'carnat de casa', 'carne de vita', 'cartofi preparati', 'ceapa', 'gem', 'ketchup', 'margarina', 'morcovi', 'nectarina', 'paine', 'pruna', 'rosie', 'sare', 'ulei', 'usturoi', 'verdeata']",17
295,1,Romania,"['apa', 'apa plata', 'carne', 'carne de vita', 'cartofi', 'ceai', 'ceapa', 'condimente', 'faina', 'mamaliga', 'morcovi', 'orez', 'ou (crud)', 'paine', 'pasta de rosii', 'patrunjel radacina', 'peste prajit', 'piper', 'rosie', 'sare', 'smantana', 'suc acidulat', 'sunca', 'telina', 'ulei', 'usturoi', 'verdeata', 'zeama de lamaie']",28
296,1,Romania,"['apa', 'ardei gras', 'banana', 'bors crud', 'cartof natur', 'cartofi', 'ceapa', 'creier pane', 'dulceata', 'faina', 'iaurt cu fructe', 'lapte', 'morcovi', 'ou (crud)', 'paine', 'patrunjel radacina', 'portocala', 'rosie', 'sunca', 'ulei', 'verdeata', 'zahar']",22
