COUNTRY,SUBJECT,SURVEY_DAY,items,length
LAO,LAO_1588,1,"{'monosodium glutamate', 'bread, taro paste filled', 'pak paew (thai)', 'striped snakehead fish, roasted', 'striped snakehead fish, boiled', 'chilli bird', 'onion', 'seasoning (ros-dee brand)', 'soup, fish broth', 'orange flavored water (sugar 13%)', 'tap water', 'pomelo', 'crisp eggplant', 'rice glutinous, polished, steamed', 'milk condensed sweetened', 'refined salt', 'candies milk chocolate', 'fennel common leaves / culantro', 'bread white sliced', 'longkong'}",20
LAO,LAO_1589,1,"{'beef meat in mixed sauce, fried', 'rice glutinous, polished, steamed', 'sour cucumber (karen name :thi-chaing-za)', 'soup, beef spare ribs broth', 'buffalo meat', 'cabbage chinese', 'beef, sun-dried, raw', 'tap water', 'common climbing perch', 'refined salt'}",10
LAO,LAO_159,1,"{'monosodium glutamate', 'banana (nam-wa variety), ripe', 'shallot spring', 'coriander', 'striped snakehead fish, boiled', 'soup, fish broth', 'rice glutinous, polished, steamed', 'chinese water morning glory', 'fermented fish, liquid part (fermented for 3 -12 months)', 'bamboo shoot, boiled', 'striped snakehead fish', 'tap water', 'refined salt'}",13
LAO,LAO_1590,1,"{'human milk, 6 month lactation', 'monosodium glutamate', 'thai water morning glory red stem', 'coriander', 'rice glutinous, polished, steamed', 'cake sponge commercially prepared', 'indian penny wort leaves', 'bamboo shoot thrysostachys siamensis, boiled', 'buffalo meat', 'tap water', 'refined salt'}",11
LAO,LAO_1591,1,"{'monosodium glutamate', 'pork spare ribs, boiled (fat 18.8%)', 'boll cat fish, raw', 'chilli bird', 'garlic, dried bulbs', 'banana blossoms', 'shallot bulbs', 'mint leaves', 'soup, fish broth', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'roasted uncooked rice', 'soup, pork broth', 'shallot spring', 'chayote fruit', 'rice glutinous, polished, steamed', 'galangal tuber', 'refined salt', 'rice polished, steamed', 'coriander', 'sugar apple', 'pork tongue'}",23
LAO,LAO_1591,2,"{'monosodium glutamate', 'sugar, white', 'chilli bird', 'garlic, dried bulbs', 'papaya, unripe', 'soup, fish broth', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'tamarind sweet', 'rice glutinous, polished, steamed', 'tomato cherry small', 'tamarind ripe', 'striped snakehead fish, dried', 'refined salt', 'rice polished, steamed', 'nile tilapia, boiled', 'pork tongue', 'nile tilapia, fried'}",19
LAO,LAO_1592,1,"{'monosodium glutamate', 'duck egg, whole', 'shallot spring', 'coriander', 'snack from flour (corn, wheat, potato)', 'soup, fish broth', 'rice glutinous, polished, steamed', 'chilli bird', 'soybean oil', 'pork, roasted (fat 14.6%)', 'rice glutinous soaked', 'tap water', 'gourd sponge round', 'common climbing perch', 'garlic, dried bulbs', 'refined salt', 'gourd sponge  young leaves (tips)'}",17
LAO,LAO_1593,1,"{'human milk, 6 month lactation', 'rice glutinous, polished, steamed', 'cake sponge commercially prepared', 'pork, roasted (fat 14.6%)', 'tap water'}",5
LAO,LAO_1594,1,"{'human milk, 6 month lactation', 'monosodium glutamate', 'pork, sundried, grilled', 'rice glutinous, polished, steamed', 'egg chicken immature, boiled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'apple', 'orange flavored water (sugar 13%)', 'tap water', 'cracker plain', 'refined salt'}",12
LAO,LAO_1595,1,"{'coconut milk with syrup', 'monosodium glutamate', 'radish', 'cowpea seeds, black color, dried', 'deep fired banana / kluai-khaek (thai)', 'sugar, white', 'chilli bird', 'soybean oil', 'garlic, deep fried', 'tamarind young pod', 'banana blossoms', 'soup, fish broth', 'shallot bulbs, grilled', 'pork minced, boiled (fat 14.8%)', 'pork sausage, fermented (packed in banana leaf)', 'tap water', 'rice vermicel, soaked', 'milk whole uht, different flavours', 'rice glutinous, polished, steamed', 'lod-chong (thai)', 'galangal tuber', 'chinese garlic, dried bulbs, burnted', 'chilli bird ground', 'common climbing perch', 'refined salt', 'sago, small, cooked', 'coriander', 'coconut juice'}",28
LAO,LAO_1596,1,"{'monosodium glutamate', 'chicken, boiled', 'snack from flour (corn, wheat, potato)', 'sugar, white', 'chilli bird', 'oyster sauce', 'soybean oil', 'octopus', 'sugar palm', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'pork fres leg (ham)  whole', 'tap water', 'coconut milk, water added (shredded coconut 1: water 1) (13% fat)', 'roasted uncooked rice', 'soup, pork broth', 'shallot spring', 'rice glutinous, polished, steamed', 'mirinda green cream soda', 'peanut, roasted without shell', 'lod-chong (thai)', 'apple', 'cake butter', 'refined salt', 'pork liver, boiled', 'mungbean sprout', 'pork skin (fat 26.6%)', 'beef tendon, boiled', 'pork pancreas', 'coriander', 'alcoholic beverage, beer, regular', 'pork loin (fat 7.7%)', 'soup, chicken broth'}",33
LAO,LAO_1597,1,"{'milk whole uht, chocolate flavoured', 'tap water', 'rice soup', 'orange flavored water (sugar 13%)'}",4
LAO,LAO_1598,1,"{'bread white sliced', 'cake cream filled / jamroll (euro brand)', 'tap water'}",3
LAO,LAO_1599,1,"{'pak pye (thai)', 'rice glutinous, polished, steamed', 'galangal shoot', 'tap water', 'common climbing perch', 'refined salt'}",6
LAO,LAO_16,1,"{'human milk, 6 month lactation', 'papaya, ripe', 'rice glutinous, polished, steamed', 'tap water', 'pork, shreded, chinese style', 'longkong', 'saku-sai-mu (thai)'}",7
LAO,LAO_160,1,"{'monosodium glutamate', 'sugar, white', 'chilli bird', 'soup, fish broth', 'shallot bulbs, grilled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'cassava young leaves', 'alcoholic beverage, distilled, whiskey, 86 proof', 'ginger root, mature, burnted', 'lemon grass', 'crisp eggplant', 'rice glutinous, polished, steamed', 'gunthers walking catfish, roasted', 'galangale, burnted', 'chinese garlic, dried bulbs, burnted', 'fermented fish with bone (fermented for 3 -12 months) (water = 60.5)', 'common climbing perch', 'refined salt', 'fennel common leaves / culantro', 'sesbania flowers'}",21
LAO,LAO_1600,1,"{'monosodium glutamate', 'pork spare ribs (fat 14.7%)', 'soup, pork broth', 'mango (kaew variety), ripe', 'seasoning (ros-dee brand)', 'water melon', 'rice glutinous, polished, steamed', 'bamboo shoot, boiled', 'milk low fat uht natural high calcium', 'fermented fish, liquid part (fermented for 3 -12 months)', 'soybean oil', 'banana (horm variety)', 'tap water', 'cabbage chinese  flowers', 'longkong', 'refined salt'}",16
LAO,LAO_1601,1,"{'monosodium glutamate', 'pork skin (fat 26.6%)', 'rice vermicelli, instant with seasoning', 'pork tenderloin, boiled (fat 2.2%)', 'seasoning sauce, grade 1', 'shallot spring', 'rice glutinous, polished, steamed', 'rice glutinous soaked', 'soybean oil', 'oyster sauce', 'fermented fish, liquid part (fermented for 3 -12 months)', 'milk powder defatted, high calcium (anlene)', 'jackfruit mature', 'hen egg, whole', 'tap water', 'cassia leaves', 'garlic, dried bulbs', 'refined salt'}",18
LAO,LAO_1602,1,"{'monosodium glutamate', 'pork tenderloin (fat 3.2%)', 'pepsi', 'wheat noodles, instant with seasoning', 'snack from flour (corn, wheat, potato)', 'sugar, white', 'soybean oil', 'oyster sauce', 'fish sauce, grade 1', 'soup, fish broth', 'fermented fish, liquid part (fermented for 3 -12 months)', 'rice noodle sheet vietnamese style, raw, wet form (guay-jub)', 'tap water', 'gunthers walking catfish, boiled', 'soup, pork broth', 'tomato ketchup', 'shallot spring', 'pork blood, boiled', 'rice glutinous, polished, steamed', 'cabbage', 'chilli bird ground', 'vinegar', 'refined salt', 'pork tenderloin, boiled (fat 2.2%)', 'pork ball, blanch', 'coriander', 'chinese water morning glory'}",27
LAO,LAO_1603,1,"{'monosodium glutamate', 'pork skin deep, fried (fat 46.0%)', 'crisp eggplant', 'rice glutinous, polished, steamed', 'shallot bulbs, grilled', 'chilli bird', 'kanom-nang-led (thai)', 'ovaltine, uht', 'tap water', 'garlic, dried bulbs', 'refined salt'}",11
LAO,LAO_1604,1,"{'milk powdered, lactogen gold 1', 'tap water'}",2
LAO,LAO_1604,2,"{'milk powdered, lactogen gold 1', 'tap water', 'banana (nam-wa variety), ripe'}",3
LAO,LAO_1605,1,"{'monosodium glutamate', 'chilli bird', 'fish sauce, grade 1', 'soup, fish broth', 'shallot bulbs, grilled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'bamboo shoot thrysostachys siamensis, boiled', 'tap water', 'cassava young leaves', 'alcoholic beverage, distilled, whiskey, 86 proof', 'indian penny wort leaves', 'tamarind ripe', 'cabbage chinese', 'chinese garlic, dried bulbs, burnted', 'common climbing perch', 'refined salt', 'rice polished, steamed', 'kalanchoe', 'sesame seeds, white, roasted'}",19
LAO,LAO_1606,1,"{'human milk, 6 month lactation', 'pork tenderloin (fat 3.2%)', 'rice glutinous, polished, steamed', 'apple', 'tap water', 'pork, shreded, chinese style', 'tangelo / tangerine / mandarin', 'refined salt'}",8
LAO,LAO_1607,1,"{'monosodium glutamate', 'soup, pork broth', 'pork spare ribs, boiled (fat 18.8%)', 'rice glutinous, polished, steamed', 'pork loin (fat 7.7%)', 'bamboo shoot, boiled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'oyster sauce', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'cabbage chinese', 'soybean oil', 'water melon', 'orange flavored water (sugar 13%)', 'rice glutinous soaked', 'tap water', 'gourd sponge round', 'refined salt'}",17
LAO,LAO_1608,1,"{'milk powdered, lactogen 2', 'striped snakehead fish, boiled', 'rice glutinous, polished, steamed', 'tap water', 'refined salt'}",5
LAO,LAO_1609,1,"{'tap water', 'milk whole uht, natural'}",2
LAO,LAO_161,1,"{'human milk, 6 month lactation', 'pork sausage, dried / kun-chieng (thai) (fat 29.3%)', 'rice glutinous, polished, steamed', 'milk whole uht, natural', 'tap water'}",5
LAO,LAO_1610,1,"{'monosodium glutamate', 'chicken, breast', 'catfish truncated estuarine', 'sugar, white', 'bamboo shoot, boiled', 'chilli bird', 'garlic, deep fried', 'fish sauce, grade 1', 'gourd sponge round', 'garlic, dried bulbs', 'papaya, ripe', 'seasoning (ros-dee brand)', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'rice noodle sheet vietnamese style, raw, wet form (guay-jub)', 'ice cream coconut milk', 'shrimp tiny paste, fermented', 'rice glutinous soaked', 'tap water', 'gunthers walking catfish, boiled', 'soup, pork broth', 'shallot spring', 'rice glutinous, polished, steamed', 'tomato cherry small', 'rice noodles fermented / ka-nom-jeen (thai)', 'chilli bird ground', 'common climbing perch', 'refined salt', 'pumpkin young leaves', 'pork tenderloin, boiled (fat 2.2%)', 'coriander', 'fennel common leaves / culantro', 'kalanchoe'}",33
LAO,LAO_1611,1,"{'monosodium glutamate', 'lettuce', 'ivygourd', 'snack from flour (corn, wheat, potato)', 'sugar, white', 'chilli bird', 'mirinda strawberry', 'fish sauce, grade 1', 'mint leaves', 'shallot bulbs, grilled', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'shallot spring', 'native chicken thigh', 'rice glutinous, polished, steamed', 'dill / pak-chee-lao (thai)', 'cabbage chinese', 'chinese garlic, dried bulbs, burnted', 'short bodied mackerel, steamed, fried', 'refined salt', 'rice polished, steamed', 'coriander', 'chinese water morning glory', 'sesame seeds, white, roasted', 'soup, chicken broth', 'duck meat'}",27
LAO,LAO_1612,1,"{'monosodium glutamate', 'soup, pork broth', 'pork loin, boiled (fat 7.9%)', 'seasoning sauce, grade 1', 'rice glutinous, polished, steamed', 'pork loin (fat 7.7%)', 'oyster sauce', 'soybean oil', 'chilli bird', 'shallot bulbs, grilled', 'bamboo shoot thrysostachys siamensis, boiled', 'gourd bottle', 'chinese garlic, dried bulbs, burnted', 'tap water', 'cabbage chinese  flowers', 'garlic, dried bulbs', 'refined salt', 'gourd sponge round'}",18
LAO,LAO_1613,1,"{'banana (nam-wa variety), ripe', 'sugar, white', 'milk condensed sweetened', 'coconut cream, added water 28% (fat 24.9%)', 'rice glutinous polished, raw', 'tap water', 'refined salt'}",7
LAO,LAO_1614,1,"{'oak fern', 'monosodium glutamate', 'beef tendon, boiled', 'lentinus squarrosulus', 'soup, fish broth', 'rice glutinous, polished, steamed', 'chilli bird', 'fermented fish, liquid part (fermented for 3 -12 months)', 'omlet hen egg', 'bamboo shoot, boiled', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'rice glutinous soaked', 'tap water', 'acacia pennata / cha-om (thai)', 'gunthers walking catfish, boiled'}",15
LAO,LAO_1615,1,"{'monosodium glutamate', 'hairy basil leaves', 'banana (nam-wa variety), ripe', 'rice glutinous, polished, steamed', 'pork loin (fat 7.7%)', 'cabbage', 'jelly with coconut cream  pandanus leaves flavoured / wun-ka-thi (thai)', 'rice glutinous soaked', 'tap water', 'refined salt'}",10
LAO,LAO_1616,1,"{'monosodium glutamate', 'banana (nam-wa variety), ripe', 'shallot spring', 'coriander', 'rice glutinous, polished, steamed', 'cake sponge commercially prepared', 'chilli bird', 'mustard green, boiled', 'tap water', 'common climbing perch', 'refined salt', 'hen egg whole, boiled'}",12
LAO,LAO_1617,1,"{'tap water', 'rice glutinous, polished, steamed', 'human milk, 6 month lactation'}",3
LAO,LAO_1618,1,"{'monosodium glutamate', 'seasoning sauce, grade 1', 'pork roasted (meat)', 'pork liver', 'rice glutinous, polished, steamed', 'sugar, white', 'snack from flour (corn, wheat, potato)', 'soybean oil', 'kalanchoe', 'milk powdered, dumex (1-plus)', 'tap water', 'hen egg, whole', 'refined salt'}",13
LAO,LAO_1619,1,"{'mango (kaew variety), unripe', 'monosodium glutamate', 'chicken, meat', 'sugar, white', 'chicken liver, boiled', 'chilli bird', 'cabbage chinese, white', 'garlic, dried bulbs', 'soup, fish broth', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'roasted uncooked rice', 'shallot spring', 'rice glutinous, polished, steamed', 'tomato cherry small', 'tamarind ripe', 'refined salt', 'nile tilapia, boiled', 'coriander', 'soup, chicken broth'}",20
LAO,LAO_162,1,"{'tap water', 'human milk, 6 month lactation', 'cerelac (honey flavored)'}",3
LAO,LAO_1620,1,"{'monosodium glutamate', 'refined salt', 'striped snakehead fish, roasted', 'fish based snack with seasoning', 'pork liver', 'rice glutinous, polished, steamed', 'milk condensed sweetened', 'soup, fish broth', 'fish sauce, grade 1', 'cabbage chinese, white', 'gunthers walking catfish, boiled', 'tap water', 'coffee with sugar added hot/ice (o-laing), ready to drink (sugar 13.2% )', 'sugar syrup heavy'}",14
LAO,LAO_1621,1,"{'monosodium glutamate', 'mushroom straw', 'ginger root, mature', 'sugar, white', 'chilli bird', 'tamarind young leaves', 'garlic, dried bulbs', 'yard long bean green', 'seasoning (ros-dee brand)', 'pork, sundried, grilled', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'mango (kaew variety), ripe', 'shallot spring', 'lemon grass', 'rice glutinous, polished, steamed', 'tomato cherry small', 'rice polished, raw', 'chilli bird ground', 'refined salt', 'pork tenderloin, boiled (fat 2.2%)', 'banana (nam-wa variety), ripe', 'buffalo dung beetle, blanched'}",24
LAO,LAO_1622,1,"{'monosodium glutamate', 'soup, pork broth', 'rice glutinous, polished, steamed', 'frog meat', 'bamboo shoot, boiled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'chilli bird', 'tiliacora triandra diels, squeezed, boiled / nam-bai-ya-nang (thai)', 'cabbage chinese', 'shallot bulbs, grilled', 'cassava young leaves', 'rice glutinous soaked', 'tap water', 'gourd sponge round', 'common climbing perch', 'garlic, dried bulbs', 'refined salt', 'pork belly, boiled (fat 38.2%)'}",18
LAO,LAO_1623,1,"{'monosodium glutamate', 'ginger root, mature', 'sugar, white', 'chilli bird', 'pepper chili leaves, boiled', 'fish sauce, grade 1', 'bamboo shoot, pickled', 'rice vermicelli, instant with seasoning', 'seasoning (ros-dee brand)', 'soup, beef spare ribs broth', 'tap water', 'tamarind sweet', 'rice glutinous, polished, steamed', 'dill / pak-chee-lao (thai)', 'milk whole uht, natural', 'water melon', 'cabbage chinese', 'short bodied mackerel, steamed, fried', 'nug-su-na-du, boiled (karen name)', 'refined salt', 'beef meat lean, boiled', 'rice polished, steamed', 'coriander', 'chinese water morning glory', 'frog meat', 'shallot bulbs, deep fried'}",26
LAO,LAO_1624,1,"{'monosodium glutamate', 'striped snakehead fish, boiled', 'sugar, white', 'nata de coco in syrup', 'squid based snack with seasoning', 'seasoning (ros-dee brand)', 'soup, fish broth', 'hen egg, fried', 'rice noodle sheet vietnamese style, raw, wet form (guay-jub)', 'tap water', 'soup, pork broth', 'tomato ketchup', 'pork blood, boiled', 'rice glutinous, polished, steamed', 'milk condensed sweetened', 'cocoa  for hot drink, powder', 'chilli bird ground', 'refined salt', 'pork loin, boiled (fat 7.9%)'}",19
LAO,LAO_1625,1,"{'milk whole uht, different flavours', 'milk whole uht, chocolate flavoured', 'rice glutinous, polished, steamed', 'jellies', 'pork, roasted (fat 14.6%)', 'tap water', 'pork sausage, fried, northeastern style (fat 31.6%)'}",7
LAO,LAO_1626,1,"{'monosodium glutamate', 'shallot spring', 'coriander', 'crisp eggplant', 'rice glutinous, polished, steamed', 'striped snakehead fish, boiled', 'chilli bird', 'cabbage', 'tap water', 'nile tilapia salt coat , grilled', 'refined salt'}",11
LAO,LAO_1627,1,"{'monosodium glutamate', 'pepsi', 'chilli bird', 'garlic, dried bulbs', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tap water', 'beef brain', 'shallot spring', 'lemon grass', 'rice glutinous, polished, steamed', 'dill / pak-chee-lao (thai)', 'water melon', 'sardines, canned in tomato sauce', 'chinese garlic, dried bulbs, burnted', 'fermented fish with bone (fermented for 3 -12 months) (water = 60.5)', 'common climbing perch', 'refined salt', 'pork skin (fat 26.6%)', 'coriander'}",20
LAO,LAO_1628,1,"{'chicken, liver', 'monosodium glutamate', 'pepsi', 'milk whole uht, chocolate flavoured', 'nile tilapia, boiled', 'snack from flour (corn, wheat, potato)', 'rice porridge medium viscosity', 'water melon', 'rice glutinous, polished, steamed', 'soup, fish broth', 'fermented fish, liquid part (fermented for 3 -12 months)', 'cabbage chinese, white', 'tap water', 'refined salt'}",14
LAO,LAO_1628,2,"{'chicken, liver', 'monosodium glutamate', 'bread butter and sugar top', 'milk whole uht, chocolate flavoured', 'snack from flour (corn, wheat, potato)', 'rice glutinous, polished, steamed', 'soup, fish broth', 'striped snakehead fish, boiled', 'fermented fish, liquid part (fermented for 3 -12 months)', 'chicken, intestine', 'tap water', 'refined salt'}",12
LAO,LAO_1629,1,"{'monosodium glutamate', 'ivygourd', 'sugar, white', 'chilli bird', 'oyster sauce', 'soybean oil', 'onion', 'fish sauce, grade 1', 'chayote tops and young leaves', 'hairy basil leaves', 'yard long bean green', 'fermented fish, liquid part (fermented for 3 -12 months)', 'galangal shoot', 'hen egg, whole', 'carrot', 'tap water', 'amaranth spineless', 'soup, pork broth', 'lattan plam, young leaves', 'shallot spring', 'lemon grass', 'rice glutinous, polished, steamed', 'crisp eggplant', 'cabbage', 'cabbage chinese', 'chinese garlic, dried bulbs, burnted', 'gourd bitter young leaves', 'refined salt', 'coffee 3 in 1 instant coffee mix (nescafee brand)', 'pumpkin young leaves', 'chinese water morning glory', 'fennel common leaves / culantro', ""mashroom jew's ear, fresh"", 'kalanchoe', 'sesame seeds, white, roasted'}",35
LAO,LAO_163,1,"{'monosodium glutamate', 'candies milk chocolate', 'shallot bulbs', 'nile tilapia, boiled', 'lemon grass', 'rice glutinous, polished, steamed', 'chilli bird', 'pork, roasted (fat 14.6%)', 'fermented fish, liquid part (fermented for 3 -12 months)', 'cabbage', 'bitter orange; leech leaves, semi-dried', 'orange flavored water (sugar 13%)', 'tap water', 'rice noodles fermented / ka-nom-jeen (thai)', 'toffee candy', 'garlic, dried bulbs', 'refined salt', 'hen egg whole, boiled'}",18
LAO,LAO_1630,1,"{'monosodium glutamate', 'chicken, meat', 'pak paew (thai)', 'lettuce', 'deep fired banana / kluai-khaek (thai)', 'sugar, white', 'chilli bird', 'garlic, dried bulbs', 'papaya, unripe', 'num pia (thai)', 'mint leaves', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'soup, beef spare ribs broth', 'tap water', 'roasted uncooked rice', 'shallot spring', 'ma-koak-thai (thai)', 'lemon grass', 'rice glutinous, polished, steamed', 'dill / pak-chee-lao (thai)', 'tamarind ripe', 'tomato cherry small', 'cabbage chinese', 'apple', 'beef meat lean', 'chilli bird ground', 'refined salt', 'banana (nam-wa variety), ripe', 'coriander', 'banana (horm variety)'}",31
LAO,LAO_1630,2,"{'monosodium glutamate', 'lettuce', 'ginger root, mature', 'sugar, white', 'chilli bird', 'fish sauce, grade 1', 'garlic, dried bulbs', 'papaya, unripe', 'horse tamarind, young pods', 'papaya, ripe', 'mint leaves', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'pork minced, boiled (fat 14.8%)', 'common silver barb', 'tap water', 'roasted uncooked rice', 'shallot spring', 'horse tamarind, mature pods', 'rice glutinous, polished, steamed', 'dill / pak-chee-lao (thai)', 'tamarind ripe', 'tomato cherry small', 'rice polished, raw', 'rice noodles fermented / ka-nom-jeen (thai)', 'chilli bird ground', 'pork kidny, boiled', 'refined salt', 'pork liver, boiled', 'pork loin, boiled (fat 7.9%)', 'pork skin (fat 26.6%)', 'seasoning sauce, grade 1', 'coriander', 'frog meat', 'kalanchoe', 'shallot bulbs, deep fried'}",36
LAO,LAO_1631,1,"{'chicken, meat', 'ivygourd', 'rice glutinous, polished, steamed', 'bamboo shoot, boiled', 'tap water', 'common climbing perch', 'refined salt'}",7
LAO,LAO_1632,1,"{'tap water', 'human milk, 3 month lactation', 'rice glutinous, steamed, chewed'}",3
LAO,LAO_1633,1,"{'chicken, liver', 'human milk, 6 month lactation', 'monosodium glutamate', 'soup, pork broth', 'pork tenderloin, boiled (fat 2.2%)', 'thai water morning glory red stem', 'rice glutinous, polished, steamed', 'hen egg, fried', 'cabbage chinese', 'apple', 'tap water', 'refined salt'}",12
LAO,LAO_1633,2,"{'human milk, 6 month lactation', 'monosodium glutamate', 'duck liver', 'shallot spring', 'coriander', 'rice glutinous, polished, steamed', 'kalanchoe', 'nile tilapia', 'apple', 'shrimp cracker from wheat flour', 'tap water', 'garlic, dried bulbs', 'refined salt'}",13
LAO,LAO_1634,1,"{'monosodium glutamate', 'pork skin (fat 26.6%)', 'candies milk chocolate', 'pork tenderloin (fat 3.2%)', 'shallot spring', 'mint leaves', 'rice glutinous, polished, steamed', 'chilli bird', 'fish sauce, grade 1', 'beef meat lean, grilled', 'orange flavored water (sugar 13%)', 'tap water', 'refined salt'}",13
LAO,LAO_1634,2,"{'monosodium glutamate', 'ice cream chocolate', 'rice glutinous, polished, steamed', 'sugar, white', 'chilli bird', 'pork, roasted (fat 14.6%)', 'fermented fish, liquid part (fermented for 3 -12 months)', 'lemon juice 100%', 'buffalo meat', 'papaya, unripe', 'tap water', 'toffee candy', 'garlic, dried bulbs', 'refined salt'}",14
LAO,LAO_1635,1,"{'coffee 3 in 1 instant coffee mix (nescafee brand)', 'monosodium glutamate', 'alcoholic beverage, distilled, whiskey, 86 proof', 'alcoholic beverage, beer, regular', 'rice glutinous, polished, steamed', 'pork loin (fat 7.7%)', 'chilli bird', 'fish sauce, grade 1', 'tap water', 'refined salt'}",10
LAO,LAO_1635,2,"{'coffee 3 in 1 instant coffee mix (nescafee brand)', 'monosodium glutamate', 'mango (kaew variety), ripe', 'papaya, ripe', 'beef meat lean', 'alcoholic beverage, beer, regular', 'amaranth spineless', 'rice glutinous, polished, steamed', 'sugar, white', 'lemon juice 100%', 'cabbage', 'common silver barb', 'fish sauce, grade 1', 'tap water', 'mushroom indian oyster', 'nile tilapia', 'refined salt', 'mungbean noodle, soaked'}",18
LAO,LAO_1636,1,"{'monosodium glutamate', 'tap water', 'rice polished, steamed', 'pork tenderloin (fat 3.2%)', 'pepsi', 'pork sausage, dried / kun-chieng (thai) (fat 29.3%)', 'rice vermicelli, instant with seasoning', 'sugar, white', 'rice glutinous, polished, steamed', 'sugar apple', 'soybean oil', 'carrot', 'fermented fish, liquid part (fermented for 3 -12 months)', 'lemon juice 100%', 'lod-chong (thai)', 'sugar palm', 'dragon fruit', 'coconut milk, water added (shredded coconut 1: water 1) (13% fat)'}",18
LAO,LAO_1637,1,"{'monosodium glutamate', 'catfish truncated estuarine', 'rice glutinous, polished, steamed', 'soup, fish broth', 'fermented fish, liquid part (fermented for 3 -12 months)', 'gunthers walking catfish, boiled', 'potatochip fried mixed flavored', 'soymilk, original classic  (lactasoy brand)', 'beef meat lean, grilled', 'tap water', 'cabbage chinese, white', 'refined salt'}",12
LAO,LAO_1638,1,"{'mango (kaew variety), unripe', 'monosodium glutamate', 'pepsi', 'sugar, white', 'chilli bird', 'pork, roasted (fat 14.6%)', 'fish sauce, grade 1', 'seaweed, dried', 'garlic, dried bulbs', 'shallot bulbs', 'shallot bulbs, grilled', 'lemon juice 100%', 'milk whole uht sweet favoured', 'chicken wing, fried', 'rice noodle sheet vietnamese style, raw, wet form (guay-jub)', 'tap water', 'roasted uncooked rice', 'soup, pork broth', 'tomato ketchup', 'pork blood, boiled', 'rice glutinous, polished, steamed', 'tomato cherry small', 'cabbage', 'chinese garlic, dried bulbs, burnted', 'sprite', 'chilli bird ground', 'chicken drumstick, boiled', 'refined salt', 'pork loin, boiled (fat 7.9%)', 'pork ball, blanch', 'cuttlefish soaked in alkaline blanched (for yentafo)', 'pepper, black', 'chinese water morning glory', 'soup, chicken broth', 'chewing gum'}",35
LAO,LAO_1638,2,"{'cucumber', 'snack from flour (corn, wheat, potato)', 'pork, sundried, grilled', 'rice glutinous, polished, steamed', 'apple', 'chicken breast, boiled', 'tap water', 'rice cooked with chicken fat / khao-mon-kai (thai)'}",8
LAO,LAO_1639,1,"{'human milk, 6 month lactation', 'banana (nam-wa variety), ripe', 'rice glutinous, polished, steamed', 'tap water', 'refined salt'}",5
LAO,LAO_164,1,"{'monosodium glutamate', 'pork spare ribs, boiled (fat 18.8%)', 'sugar, white', 'chilli bird', 'cabbage chinese, white', 'soybean sauce, grade 1', 'mint leaves', 'rice noodles fresh small size', 'tap water', 'ginger young', 'soup, pork broth', 'tomato ketchup', 'shallot spring', 'rice glutinous, polished, steamed', 'chilli bird ground', 'chicken drumstick, boiled', 'refined salt', 'coriander', 'soup, chicken broth'}",19
LAO,LAO_1640,1,"{'tap water', 'human milk, 3 month lactation'}",2
LAO,LAO_1640,2,"{'cerelac (mixed vegetable)', 'tap water', 'human milk, 3 month lactation', 'milk powdered, lactogen gold 1'}",4
LAO,LAO_1641,1,"{'monosodium glutamate', 'tap water', 'rice glutinous, polished, steamed', 'sugar, white', 'lemon juice 100%', 'fermented fish, liquid part (fermented for 3 -12 months)', 'tomato cherry small', 'kalanchoe', 'pork loin (fat 7.7%)', 'soymilk, original classic  (lactasoy brand)', 'beef meat lean', 'chilli bird ground', 'papaya, unripe', 'refined salt'}",14
LAO,LAO_1642,1,"{'monosodium glutamate', 'pork heart', 'beef meat lean', 'rice glutinous, polished, steamed', 'sugar, white', 'guava common', 'chilli bird', 'kalanchoe', 'tap water', 'garlic, dried bulbs', 'refined salt'}",11
LAO,LAO_1643,1,"{'tap water', 'snack from flour (corn, wheat, potato)', 'milk powdered, bear brand (honey)'}",3
